"company_name_ja","company_name_en","description","description_en","hiring_url","num_of_employees","sales","foreign_engineers","logo_url","company_url"
"ispace","ispace","民間月探査プログラム「HAKUTO-R」を主導する宇宙開発ベンチャー。2022年12月にミッション1として月着陸船を打ち上げ2023年4月に月面着陸に挑戦。2025年1月にはミッション2として月着陸船「RESILIENCE」をSpaceXのFalcon 9で打ち上げ民間企業として史上初の月のスイングバイに成功。2026年には米国法人主導のミッション3を計画し新型ランダー「APEX1.0」は最大ペイロード300kg（従来の10倍）で本格的な商用開始を目指す。2027年には日本開発のシリーズ3ランダーを用いたミッション4を予定。月面輸送サービスの商業化を推進。","Space development venture leading private lunar exploration program ""HAKUTO-R."" Launched lunar lander as Mission 1 in December 2022, attempting moon landing in April 2023. Launched lunar lander ""RESILIENCE"" as Mission 2 via SpaceX Falcon 9 in January 2025, achieving first-ever lunar swing-by by a private company. Planning US subsidiary-led Mission 3 in 2026 with new lander ""APEX1.0"" carrying maximum 300kg payload (10x previous) for full commercial launch. Mission 4 using Japan-developed Series 3 lander planned for 2027. Promoting commercialization of lunar transportation services.","https://ispace-inc.com/jpn/careers/","200+","-1","TRUE","https://logo.clearbit.com/ispace-inc.com","https://ispace-inc.com/"
"Synspective","Synspective","100kg級の小型SAR衛星「StriX」を開発・製造・運用する宇宙開発ベンチャー。2024年12月に東証グロース市場上場。SAR衛星は自らマイクロ波を地表面に照射し反射波を受信して画像生成するため天候や昼夜に左右されず安定したデータ取得が可能。2024年にStriX-3・StriX-4の打ち上げに成功し現在4機が軌道上で運用中。地上分解能0.46mという高解像度画像の取得に成功。2024年11月に小型SAR衛星の量産工場「ヤマトテクノロジーセンター」を本格稼働し政府の宇宙戦略基金から最大約165億円の支援を獲得。2020年代後半までに30機の衛星コンステレーション構築を目指す。","Space development venture developing, manufacturing, and operating 100kg-class small SAR satellite ""StriX."" Listed on TSE Growth Market in December 2024. SAR satellites emit microwaves to Earth's surface and receive reflected waves for image generation, enabling stable data acquisition regardless of weather or day/night conditions. Successfully launched StriX-3 and StriX-4 in 2024 with 4 satellites currently operational in orbit. Achieved high-resolution images with 0.46m ground resolution. Fully operationalized small SAR satellite mass production factory ""Yamato Technology Center"" in November 2024, securing up to approximately 16.5 billion yen from government's space strategy fund. Targeting 30-satellite constellation by late 2020s.","https://synspective.com/recruit/","150+","-1","TRUE","https://logo.clearbit.com/synspective.com","https://synspective.com/"
"Rapidus","Rapidus","2022年8月設立の次世代半導体国産化プロジェクトを担う国家戦略企業。トヨタ・NTT・ソニーなど国内主要企業が出資し米国IBM社と連携して線幅2ナノメートル以下の最高水準半導体の技術開発・量産製造の事業化を目指す。2023年2月に北海道千歳市に工場立地決定。2025年4月に次世代半導体製造拠点「IIM」で2nm世代先端半導体向け試作ラインの稼働を正式開始。2025年7月には2nm GAAトランジスタの初の動作成功を達成。投資総額5兆円規模で道内過去最大。北海道の豊富な水資源・再生可能エネルギーを活用し2027年の量産開始を目指す。","National strategic company leading next-generation semiconductor domestic production project, established August 2022. Major Japanese companies including Toyota, NTT, and Sony invested, partnering with US IBM to develop and commercialize mass production of cutting-edge semiconductors with 2nm or smaller line width. Factory location decided in Chitose, Hokkaido in February 2023. Officially started pilot line operation for 2nm-generation advanced semiconductors at next-generation semiconductor manufacturing base ""IIM"" in April 2025. Achieved first successful operation of 2nm GAA transistor in July 2025. Total investment of 5 trillion yen scale, largest in Hokkaido history. Targeting mass production start in 2027 utilizing Hokkaido's abundant water resources and renewable energy.","https://www.rapidus.inc/recruit/","300+","-1","TRUE","https://logo.clearbit.com/rapidus.inc","https://www.rapidus.inc/"
"Groove X","Groove X","「ロボティクスで人間のちからを引き出す」をミッションに家族型ロボット「LOVOT」を開発。2024年5月に2年ぶりの新世代モデル「LOVOT 3.0」を発表し演算能力の向上・高感度カメラの追加・タッチセンサーのポイント増加により豊かなふるまいに進化。目のディスプレイを有機ELにアップグレードしカラーバリエーションは既存4種に加え新たに5種を追加。藤原ヒロシ監修のオールホワイト限定モデル「FRAGMENT EDITION」も同時発表。2024年12月にはアミューズメントプライズに初登場。人間とロボットの信頼関係を築き生活を潤いと安心で満たす存在をつくる。","Develops family robot ""LOVOT"" with mission ""Unleashing human potential through robotics."" Announced new generation model ""LOVOT 3.0"" after 2 years in May 2024, evolving to richer behaviors with improved computing power, added high-sensitivity cameras, and increased touch sensor points. Eye display upgraded to OLED with 5 new color variations added to existing 4. Also announced all-white limited ""FRAGMENT EDITION"" supervised by Hiroshi Fujiwara. Debuted in amusement prizes in December 2024. Creating a presence that builds trust between humans and robots, filling life with enrichment and peace of mind.","https://groove-x.com/recruit/","100+","-1","FALSE","https://logo.clearbit.com/groove-x.com","https://groove-x.com/"
"Mujin","Mujin","2011年創業の産業用ロボット知能化ソリューションを提供する日本発ロボティクス・メガベンチャー。世界トップクラスのモーションプランニング技術を強みに製造業や物流業界の生産性向上と効率化を実現。ロボットの動作計画をリアルタイムに行う技術を中核としティーチレスで産業用ロボットを自律制御。累計232億円を調達し2024年には国内特許ランキングでTOP20に入る。統合自動化プラットフォーム「MujinOS」はフィジカルAIによってデジタルツインを実現。医薬品卸メディセオの阪神ALCでは1日約500人体制から約250人（5割減）で運営を可能に。30カ国から多国籍人材を採用しグローバル展開を加速。","Japan-born robotics mega-venture providing industrial robot intelligence solutions, founded in 2011. Leveraging world-class motion planning technology to improve productivity and efficiency in manufacturing and logistics. Core technology enables real-time robot motion planning for teachless autonomous control of industrial robots. Raised cumulative 23.2 billion yen, entering domestic TOP 20 patent rankings in 2024. Integrated automation platform ""MujinOS"" realizes digital twin through physical AI. Enabled Mediceo's Hanshin ALC pharmaceutical warehouse to operate with approximately 250 people (50% reduction) from 500. Accelerating global expansion with multinational talent from 30 countries.","https://www.mujin.co.jp/recruit/","300+","-1","TRUE","https://logo.clearbit.com/mujin.co.jp","https://www.mujin.co.jp/"
"PayPay","PayPay","QRコード決済国内シェアNo.1で登録ユーザー数7000万人（2025年7月時点）を突破し日本の人口の2人に1人以上が利用。加盟店数410万カ所で2024年の決済取扱高は12.5兆円・決済回数78億回超。インド最大手Paytmの技術基盤を活用しマイクロサービスアーキテクチャ（Kubernetes・AWS・Kafka）で60以上のサービスを運用。多国籍開発体制で50カ国以上から人材を採用。2024年には国内キャッシュレス決済全体の5回に1回がPayPayで行われ送金機能も年間3.8億件以上を処理。","#1 domestic market share in QR code payments with over 70 million registered users (as of July 2025), used by more than 1 in 2 Japanese people. 4.1 million merchant locations with 2024 payment volume of 12.5 trillion yen and over 7.8 billion transactions. Utilizes technology platform from India's leading Paytm, operating 60+ services on microservices architecture (Kubernetes, AWS, Kafka). Multinational development team hiring from 50+ countries. 1 in 5 domestic cashless payments made via PayPay in 2024, with remittance function processing over 380 million transfers annually.","https://about.paypay.ne.jp/career/","2000+","200000000000","TRUE","https://logo.clearbit.com/paypay.ne.jp","https://about.paypay.ne.jp/"
"Kyash","Kyash","1分で作れるVisaプリペイドカードを提供するデジタルウォレットアプリで累計1300万ダウンロード超。2022年に三菱UFJ銀行と資本業務提携しMUFGグループに参画。前払式支払手段発行者・資金移動業者として登録され決済処理基盤を自社開発。2024年には国際セキュリティ基準PCI DSS v4.0に準拠しポイントモール「バンドルカード ボーナスタウン」やセブン銀行ATMでの返済機能を提供。支払い履歴の自動カテゴリ振り分けで支出管理を省力化。","Digital wallet app providing Visa prepaid cards creatable in 1 minute with over 13 million cumulative downloads. Established capital and business alliance with MUFG Bank in 2022, joining MUFG Group. Registered as prepaid payment instrument issuer and fund transfer service provider, developing payment processing infrastructure in-house. Compliant with international security standard PCI DSS v4.0 in 2024, providing points mall ""Bundle Card Bonus Town"" and Seven Bank ATM repayment function. Streamlines expense management with automatic category sorting of payment history.","https://www.kyash.co/recruit","100+","-1","FALSE","https://logo.clearbit.com/kyash.co","https://www.kyash.co/"
"Paidy","Paidy","2021年にPayPalが3000億円で買収した後払い決済（BNPL）サービス。クレジットカード不要でメールアドレスと携帯番号のみで翌月27日までにコンビニ・銀行振込で支払い可能。Amazon・Qoo10等で利用でき決済時に独自スコアリングで与信審査を実施しクレジットカードを持ちづらい若年層にも対応。PayPal傘下でグローバル体制を構築。BNPL市場は2026年度に国内2兆円規模に拡大見込み。","Buy Now Pay Later (BNPL) service acquired by PayPal for 300 billion yen in 2021. No credit card required, pay by 27th of following month via convenience store or bank transfer using only email address and mobile number. Available on Amazon, Qoo10, etc. with proprietary scoring for credit assessment at checkout, accommodating younger users who have difficulty obtaining credit cards. Building global structure under PayPal umbrella. BNPL market expected to expand to 2 trillion yen domestic scale by FY2026.","https://corp.paidy.com/recruit/","200+","-1","TRUE","https://logo.clearbit.com/paidy.com","https://paidy.com/"
"Finatext","Finatext","「金融をサービスとして再発明する」をミッションに証券・保険・貸金の金融基盤をSaaSとして提供。証券プラットフォーム「BaaS（Brokerage as a Service）」は証券取引の執行機能をAPI化しAWS・マイクロサービス（Amazon ECS）で構築。保険SaaS「Inspire」はあいおいニッセイ同和損保等14社に導入され最短2週間でデジタル保険を提供可能。2025年にはパスキー認証機能を追加しフィッシング詐欺対策を強化。AWSソフトウェアパス認定取得。","Provides securities, insurance, and lending financial infrastructure as SaaS with mission ""Reinventing finance as a service."" Securities platform ""BaaS (Brokerage as a Service)"" API-izes securities trade execution, built on AWS and microservices (Amazon ECS). Insurance SaaS ""Inspire"" deployed by 14 companies including Aioi Nissay Dowa Insurance, enabling digital insurance delivery in as little as 2 weeks. Added passkey authentication in 2025 to strengthen phishing fraud prevention. Obtained AWS Software Path certification.","https://finatext.com/recruit/","200+","10000000000","FALSE","https://logo.clearbit.com/finatext.com","https://finatext.com/"
"Fintertech","Fintertech","大和証券グループ本社80%・クレディセゾン20%出資の合弁会社で暗号資産（ビットコイン・イーサリアム）を担保に日本円を融資する「デジタルアセット担保ローン」を2020年より提供。2025年10月から大和証券全国本支店で紹介開始。暗号資産を売却せずに資金調達でき2022年には日本初の暗号資産担保型不動産ローンも開始。米国でビットコインETF上場や企業・政府の暗号資産保有が加速する中で次世代金融サービスを開発。","Joint venture 80% owned by Daiwa Securities Group and 20% by Credit Saison, providing ""Digital Asset Collateral Loans"" using cryptocurrency (Bitcoin, Ethereum) as collateral for Japanese yen loans since 2020. Referrals began at Daiwa Securities branches nationwide from October 2025. Enables fundraising without selling crypto assets; also launched Japan's first cryptocurrency-collateralized real estate loan in 2022. Developing next-generation financial services amid accelerating Bitcoin ETF listings and corporate/government crypto holdings in the US.","https://fintertech.notion.site/Fintertech-6ff76224ae9b432fb3e7ab7a84140a2c","100-","-1","FALSE","https://logo.clearbit.com/fintertech.jp","https://fintertech.jp/"
"GMO Financial Gate","GMO FG","1999年創業で対面キャッシュレス決済代行26年の実績を持ちクレジット・電子マネー・QRコードに対応。2025年12月にアミューズメント市場向け新端末「F3」を提供開始し低価格・小型設計でゲーム機への後付け設置が容易。2024年3月には世界初のPCI MPoC認定を受けた端末レス決済アプリ「stera tap」の提供支援を開始しスマホのみでタッチ決済が可能に。飲料自販機・券売機・駐車場精算機等の組込型決済も展開し日常生活領域加盟店を拡大中。","Founded in 1999 with 26 years of in-person cashless payment processing experience, supporting credit cards, e-money, and QR codes. Launched new terminal ""F3"" for amusement market in December 2025 with low-cost, compact design for easy retrofit installation on game machines. Began supporting world's first PCI MPoC certified terminal-less payment app ""stera tap"" in March 2024, enabling contactless payments with smartphone only. Also expands embedded payments in beverage vending machines, ticket machines, parking meters, etc. to grow daily-life merchant base.","https://gmo-fg.com/recruit/","100+","18000000000","FALSE","https://logo.clearbit.com/gmo-fg.com","https://gmo-fg.com/"
"Degica","KOMOJU","決済ゲートウェイ「KOMOJU」を開発・運営し2014年にSteamの日本円決済・コンビニ決済を実現しSteamの日本市場確立に貢献。2016年サービス開始以来1万以上の導入実績で取扱決済65種類以上・70社以上のパートナー企業を持つ。2021年に中国・ヨーロッパ進出、2024年に南米向け決済追加。2025年4月には韓国でSteamギフトカード公式販売を開始しCU・GS25等の主要コンビニで展開。ShopifyやSteam等グローバル企業の日本進出を支援。Ruby貢献大。","Develops and operates payment gateway ""KOMOJU,"" enabling Steam's Japanese yen and convenience store payments in 2014, contributing to Steam's establishment in Japan market. Over 10,000 implementations since 2016 service launch with 65+ payment types and 70+ partner companies. Expanded to China and Europe in 2021, added South American payments in 2024. Began official Steam gift card sales in Korea in April 2025 at major convenience stores including CU and GS25. Supports global companies like Shopify and Steam entering Japan market. Major Ruby contributor.","https://ja.komoju.com/company/careers/","100+","-1","TRUE","https://logo.clearbit.com/degica.com","https://ja.komoju.com/company/"
"WED","WED","レシート買取アプリ「ONE」を2018年より運営し累計600万ダウンロード・10億枚以上のレシートを買取。レシート1枚を1〜10円で買取り特定商品購入で数十〜数百円還元の「レシート買取ミッション」も提供。2024年には紙・電子レシート両対応の「なんでも電子レシート」をリリース。2025年10月にギフティ・Dawn Capitalから資金調達を実施しギフティの法人ネットワークと購買データを組み合わせた新サービスを共同開発予定。購買データを活用した企業向けマーケティング支援も展開。","Operates receipt purchase app ""ONE"" since 2018 with 6 million cumulative downloads and over 1 billion receipts purchased. Buys receipts for 1-10 yen each, also offers ""Receipt Purchase Missions"" returning tens to hundreds of yen for specific product purchases. Released ""Any Electronic Receipt"" supporting both paper and electronic receipts in 2024. Raised funding from giftee and Dawn Capital in October 2025, planning to co-develop new service combining giftee's corporate network with purchase data. Also provides enterprise marketing support utilizing purchase data.","https://wed.company/recruit/","100-","-1","FALSE","https://logo.clearbit.com/wed.company","https://wed.company/"
"Nudge","Nudge","「推し活」ができる次世代クレジットカードでスマホ連動型Visaカードを提供。100以上のデザインから選べ同じカード番号で複数枚を年会費無料発行可能。カード利用額に応じてスポーツチームやアーティスト等の「クラブ」を応援でき体験型特典を獲得。AI独自審査で勤務先情報入力不要のため学生・フリーランスでも作成しやすく銀行振込なら決済翌日から返済可能。JCBブランドカードも発行開始し若年層の「推し活」ニーズに対応。少額包括信用購入あっせん業者で利用限度額は最大10万円。","Next-generation credit card enabling ""oshi-katsu"" (fan support activities) with smartphone-linked Visa card. Choose from over 100 designs with multiple cards issuable under same card number at no annual fee. Support ""clubs"" like sports teams and artists based on card spending to earn experiential rewards. AI-based proprietary screening requires no employer information, making it easy for students and freelancers to apply; bank transfer repayment possible from day after transaction. Also started issuing JCB brand cards to meet young generation's ""oshi-katsu"" needs. Small-amount comprehensive credit intermediary with maximum limit of 100,000 yen.","https://nudge.works/recruit/","50-","-1","FALSE","https://logo.clearbit.com/nudge.works","https://nudge.works/"
"Kanmu","Kanmu","1分で作れるVisaプリペイドカード「バンドルカード」を2016年より提供し累計1300万ダウンロード突破。2022年に三菱UFJ銀行と資本業務提携しMUFGグループに参画。前払式支払手段発行者・資金移動業者として登録され決済処理基盤を自社開発。2024年9月に三菱UFJ銀行アプリ「スマート口座開設」と連携開始。2024年10月にポイントモール「バンドルカード ボーナスタウン」提供開始。PCI DSS v4.0に準拠し法人送金サービスやフードデリバリー「menu」との連携でギグワーカーの報酬受取も支援。","Provides Visa prepaid card ""Vandle Card"" creatable in 1 minute since 2016 with over 13 million cumulative downloads. Established capital and business alliance with MUFG Bank in 2022, joining MUFG Group. Registered as prepaid payment instrument issuer and fund transfer service provider, developing payment processing infrastructure in-house. Began integration with MUFG Bank app ""Smart Account Opening"" in September 2024. Launched points mall ""Vandle Card Bonus Town"" in October 2024. PCI DSS v4.0 compliant, supporting gig worker payment receipt through corporate remittance service and food delivery ""menu"" integration.","https://team.kanmu.co.jp","100-","-1","FALSE","https://logo.clearbit.com/kanmu.co.jp","https://kanmu.co.jp/"
"Coincheck","Coincheck","マネックスグループ傘下で顧客預かり資産1.29兆円（2025年1月末）・ビットコイン現物取引高2024年下半期国内No.1の暗号資産取引所。34種類の銘柄で現物取引が可能でスマホアプリダウンロード数600万超。IEO第3弾ブリリアンクリプトトークン（BRIL）では申込金額333億円・申込人数7.94万人を記録し13分で調達目標達成。2021年開始のNFTマーケットプレイス「Coincheck NFT」や2025年1月の国内初FPLトークンIEO等で新興クリプト分野に積極進出。マネックス傘下入り後セキュリティを飛躍的に改善。","Cryptocurrency exchange under Monex Group with 1.29 trillion yen customer assets (end of January 2025) and #1 domestic Bitcoin spot trading volume in H2 2024. Spot trading available for 34 cryptocurrencies with over 6 million smartphone app downloads. IEO #3 Brilliant Crypto Token (BRIL) recorded 33.3 billion yen applications from 79,400 applicants, reaching funding target in 13 minutes. Actively entering emerging crypto fields with NFT marketplace ""Coincheck NFT"" started in 2021 and Japan's first FPL token IEO in January 2025. Dramatically improved security after joining Monex Group.","https://corporate.coincheck.com/recruit/","200+","20000000000","TRUE","https://logo.clearbit.com/coincheck.com","https://coincheck.com/"
"bitFlyer Blockchain","bitFlyer","独自ブロックチェーン「Miyabi」を開発・提供しプライベート型でファイナリティとデータ整合性を確保しながら秒間4000トランザクション以上の高速処理を実現。独自コンセンサスアルゴリズム「BFK2」と実行エンジン「理（ことわり）」でスマートコントラクトのバグ時もアセット保護機能で被害拡大を防止。2016年運用開始以降金融・不動産・保険・エンタメ等で住友商事・三井住友海上・Microsoft・デロイトトーマツ等が活用。2020年よりBaaS（クラウド）提供開始。2022年ブランドリニューアルとMiyabi Explorerを公開。","Develops and provides proprietary blockchain ""Miyabi,"" achieving high-speed processing of over 4,000 transactions per second while ensuring finality and data integrity as a private blockchain. Proprietary consensus algorithm ""BFK2"" and execution engine ""Kotowari"" prevent damage spread through asset protection even during smart contract bugs. Used by Sumitomo Corporation, Mitsui Sumitomo Insurance, Microsoft, Deloitte Tohmatsu, and others in finance, real estate, insurance, and entertainment since 2016 launch. Began BaaS (cloud) offering in 2020. Brand renewal and Miyabi Explorer released in 2022.","https://www.wantedly.com/companies/company_7215089","50+","-1","TRUE","https://logo.clearbit.com/bitflyer.com","https://blockchain.bitflyer.com/"
"HashPort","HashPort","「まだ見ぬ価値を暮らしの中へ」をミッションに2025年大阪・関西万博公式デジタルウォレット「EXPO2025デジタルウォレット」を開発・運営。レイヤー1ブロックチェーンAptos基盤で万博開始30日で79万件超のSBT（譲渡不可NFT）を発行。2024年11月に国外提供開始しJNTOとNFT活用の初海外プロモーション実施。万博終了後は約100万人が利用した「HashPort Wallet」にリニューアル予定でEXPOトークン・SBT・NFTを引継ぎ可能。ブロックチェーンコンサル・ウォレット・NFT事業を展開。","Develops and operates ""EXPO2025 Digital Wallet,"" official digital wallet for 2025 Osaka-Kansai Expo with mission ""Bringing unseen value into daily life."" Issued over 790,000 SBTs (non-transferable NFTs) within 30 days of expo start on Layer 1 blockchain Aptos. Began overseas provision in November 2024, conducting first overseas promotion utilizing NFTs with JNTO. After expo ends, plans to renew to ""HashPort Wallet"" used by approximately 1 million people, enabling transfer of EXPO tokens, SBTs, and NFTs. Operates blockchain consulting, wallet, and NFT businesses.","https://hashport.io/recruit/","100+","-1","TRUE","https://logo.clearbit.com/hashport.io","https://hashport.io/"
"Gaudiy","Gaudiy","「ファンと共に時代を進める。」をミッションにNFT・DID等のブロックチェーン技術を活用したWeb3時代のファンプラットフォーム「Gaudiy Fanlink」を提供。IP独自コミュニティシステムでファンの横断的活動データを記録・蓄積しファンの貢献や熱量を正しく評価・還元。2025年5月にプレシリーズCで総額100億円調達。サンリオ・集英社等の日本を代表するIP企業と連携し海外展開を推進。会員1950万人・海外利用率99%の世界最大級アニメ・マンガコミュニティ「MyAnimeList」をグループ傘下化。","Provides Web3-era fan platform ""Gaudiy Fanlink"" utilizing blockchain technologies like NFT and DID with mission ""Advancing the era together with fans."" Records and accumulates cross-platform fan activity data through IP-specific community system to properly evaluate and reward fan contributions and enthusiasm. Raised total 10 billion yen in Pre-Series C in May 2025. Partners with leading Japanese IP companies including Sanrio and Shueisha to promote overseas expansion. Made world's largest anime/manga community ""MyAnimeList"" with 19.5 million members and 99% overseas usage rate a group subsidiary.","https://gaudiy.com/recruit/casualtalk","100+","-1","TRUE","https://logo.clearbit.com/gaudiy.com","https://gaudiy.com/"
"double jump.tokyo","double jump","2018年設立のブロックチェーンゲーム開発専業会社。世界No.1を記録したBCG『My Crypto Heroes』を起点にスクウェア・エニックス『SYMBIOGENESIS』やセガ・Oasysとの提携でWeb3ゲームを展開。NFT発行・販売プラットフォーム「NFTPLUS」と開発支援SDK「N Suite」を提供しゲーム会社のWeb3参入を支援。2024年にはセガとオリジナルIP「Battle of Three Kingdoms」でトークンセールを実施。","Blockchain game development specialist company founded in 2018. Starting from world #1 BCG ""My Crypto Heroes,"" expands Web3 games through partnerships with Square Enix ""SYMBIOGENESIS"" and Sega/Oasys. Provides NFT issuance/sales platform ""NFTPLUS"" and development support SDK ""N Suite"" to assist game companies entering Web3. Conducted token sale for original IP ""Battle of Three Kingdoms"" with Sega in 2024.","https://www.doublejump.tokyo/about","100+","-1","TRUE","https://logo.clearbit.com/doublejump.tokyo","https://www.doublejump.tokyo/"
"Cover","Cover","VTuber事務所「ホロライブプロダクション」を運営し日本発バーチャルタレントIPで世界を熱狂させる企業。所属タレント100名超・YouTubeチャンネル登録者延べ1億人超。2024年3月に東証グロース上場。売上高350億円超・営業利益85億円超で過去最高を更新。自社開発メタバース「Holoearth」でバーチャルライブやファン交流空間を構築。ライブ・グッズ・ゲームなど多角的なIP展開でグローバルファンベースを拡大中。","Operates VTuber agency ""hololive production,"" captivating the world with Japan-born virtual talent IP. Over 100 affiliated talents with cumulative YouTube channel subscribers exceeding 100 million. Listed on TSE Growth in March 2024. Achieved record highs with over 35 billion yen revenue and over 8.5 billion yen operating profit. Building virtual live concerts and fan interaction spaces through self-developed metaverse ""Holoearth."" Expanding global fanbase through diversified IP development including live events, merchandise, and games.","https://cover-corp.com/recruit/","500+","30000000000","TRUE","https://logo.clearbit.com/cover-corp.com","https://cover-corp.com/"
"Anycolor","Anycolor","VTuber事務所「にじさんじ」を運営し日本・英語圏・韓国・中国で500名超のライバーが活動。2022年に東証グロース上場。2024年度売上高310億円・営業利益74億円。リアルタイム配信技術とIP多角化（ライブ・グッズ・ゲーム・楽曲）で収益化。YouTubeチャンネル登録者延べ2億人超でホロライブと並ぶVTuber業界の二大勢力。グローバル展開とファンエンゲージメント技術で成長継続。","Operates VTuber agency ""NIJISANJI"" with over 500 livers active in Japan, English-speaking regions, Korea, and China. Listed on TSE Growth in 2022. FY2024 revenue of 31 billion yen and operating profit of 7.4 billion yen. Monetizes through real-time streaming technology and IP diversification (live events, merchandise, games, music). Cumulative YouTube channel subscribers exceeding 200 million, one of the two major forces in VTuber industry alongside hololive. Continuing growth through global expansion and fan engagement technology.","https://www.anycolor.co.jp/recruit/","400+","30000000000","TRUE","https://logo.clearbit.com/anycolor.co.jp","https://www.anycolor.co.jp/"
"Cluster","Cluster","日本最大級のメタバースプラットフォーム「cluster」を運営。累計動員数3000万人超・ワールド投稿数130万件・イベント開催数100万件を突破。スマホ・PC・VRからアクセス可能でポケモンやサンリオ等の大型IPイベントを開催。ワールドクラフト機能でユーザーが3D空間を制作・共有。2024年にはAI機能「Cluster Script Editor」でメタバース開発を効率化。法人向けバーチャルイベント支援も展開。","Operates ""cluster,"" one of Japan's largest metaverse platforms. Surpassed 30 million cumulative attendees, 1.3 million world submissions, and 1 million events hosted. Accessible from smartphone, PC, and VR, hosting major IP events like Pokemon and Sanrio. World Craft feature enables users to create and share 3D spaces. Streamlined metaverse development with AI feature ""Cluster Script Editor"" in 2024. Also provides virtual event support for enterprises.","https://herp.careers/v1/clustervr","200+","-1","FALSE","https://logo.clearbit.com/cluster.mu","https://corp.cluster.mu/"
"Reality","Reality","スマホ1台でアバター姿のライブ配信ができるメタバースアプリ「REALITY」を運営。世界87カ国で累計3000万DL突破し海外ユーザー比率80%超。顔認識技術でスマホのみでバーチャルアバターを動かせる手軽さが強み。GREE子会社として2018年サービス開始後グローバル展開を加速。アバター作成・ライブ配信・ゲーム・コミュニケーションを統合したバーチャルSNS。2024年に新アバターシステムをリリース。","Operates metaverse app ""REALITY"" enabling avatar-based live streaming with just a smartphone. Surpassed 30 million cumulative downloads across 87 countries with over 80% overseas user ratio. Strength lies in ease of moving virtual avatars using only smartphone through facial recognition technology. Accelerated global expansion after launching service in 2018 as GREE subsidiary. Virtual SNS integrating avatar creation, live streaming, games, and communication. Released new avatar system in 2024.","https://reality.inc/jobs/","100+","-1","TRUE","https://logo.clearbit.com/reality.inc","https://reality.inc/"
"HIKKY","HIKKY","世界最大級のVRイベント「バーチャルマーケット（Vket）」を主催。ギネス世界記録「バーチャルリアリティマーケットイベントにおけるブースの最多数」を5回連続受賞。VRChat上で開催されクリエイター・企業が3Dアバターやワールドを出展。2024年冬にはVRChat史上最長46日間のロングラン開催を実施。企業向けメタバースソリューションやXRコンテンツ制作も手がけ大手ブランドのVR参入を支援。","Hosts world's largest VR event ""Virtual Market (Vket)."" Won Guinness World Record for ""Most booths at a virtual reality market event"" 5 consecutive times. Held on VRChat where creators and companies exhibit 3D avatars and worlds. Held VRChat's longest-ever 46-day extended run in winter 2024. Also handles enterprise metaverse solutions and XR content production, supporting major brands' VR entry.","https://www.hikky.co.jp/recruit/","100+","-1","TRUE","https://logo.clearbit.com/hikky.co.jp","https://www.hikky.co.jp/"
"Cygames","Cygames","「グランブルーファンタジー」「ウマ娘 プリティーダービー」「Shadowverse」等を開発するサイバーエージェントグループのゲーム会社。コンソール級のグラフィック品質とライブサービス運営に強み。2021年リリースの「ウマ娘」は社会現象となり年間売上1000億円超を記録。Nintendo Switch/PS向け大型タイトルやアニメ制作も手がける。佐賀スタジオ設立やJリーグチームスポンサーなど多角化を推進。","CyberAgent Group game company developing ""Granblue Fantasy,"" ""Uma Musume Pretty Derby,"" ""Shadowverse,"" and more. Strong in console-grade graphics quality and live service operations. ""Uma Musume"" released in 2021 became a social phenomenon with over 100 billion yen annual revenue. Also develops major titles for Nintendo Switch/PS and anime production. Promoting diversification through Saga Studio establishment and J-League team sponsorship.","https://www.cygames.co.jp/recruit/","3000+","180000000000","FALSE","https://logo.clearbit.com/cygames.co.jp","https://www.cygames.co.jp/"
"Akatsuki Games","Akatsuki","「ドラゴンボールZ ドッカンバトル」を世界180カ国以上で累計4.5億DL超を達成した実績を持つモバイルゲーム開発会社。「八月のシンデレラナイン」等の人気タイトルを運営。Elixir言語をゲームサーバーに採用するなど技術挑戦に積極的。2021年に持株会社体制へ移行しAkatsuki Gamesとして独立。大規模同時接続とリアルタイム通信技術に強み。エンターテインメント×テクノロジーで感動体験を創出。","Mobile game development company with track record of ""Dragon Ball Z Dokkan Battle"" achieving over 450 million cumulative downloads across 180+ countries. Operates popular titles including ""Hachinai."" Actively pursues technical challenges like adopting Elixir language for game servers. Transitioned to holding company structure in 2021, becoming independent as Akatsuki Games. Strong in large-scale concurrent connections and real-time communication technology. Creating moving experiences through entertainment × technology.","https://games.aktsk.jp/recruit/","500+","20000000000","TRUE","https://logo.clearbit.com/aktsk.jp","https://aktsk.jp/"
"Colopl","Colopl","「白猫プロジェクト」「クイズRPG 魔法使いと黒猫のウィズ」などのモバイルゲームを開発・運営。2024年で設立16周年を迎える東証プライム上場企業。VRゲーム・メタバース・ブロックチェーンゲーム領域へも積極投資。VRゲームスタジオBRILLIANT TECHでオリジナルVRタイトルを開発。2024年度売上高300億円規模。自社IPの長期運営ノウハウとリアルタイム通信技術でモバイルゲーム市場をリード。","Develops and operates mobile games including ""Shironeko Project"" and ""Quiz RPG: Wizard and Black Cat Wiz."" TSE Prime listed company celebrating 16th anniversary in 2024. Actively investing in VR games, metaverse, and blockchain game domains. Develops original VR titles at VR game studio BRILLIANT TECH. FY2024 revenue of approximately 30 billion yen. Leading mobile game market with long-term operation know-how of proprietary IPs and real-time communication technology.","https://colopl.co.jp/recruit/","1000+","30000000000","FALSE","https://logo.clearbit.com/colopl.co.jp","https://colopl.co.jp/"
